leak,reader,encounter,rejectable,gate_open,looked,drift_from_start,value_divergence,arm
0.1,3,7,True,0.1,0.16666666666666666,0.0011137920568199556,6.819993892812231,skims_it
0.1,3,8,True,0.1,0.2916666666666667,0.0014979897661808426,9.746440863139862,skims_it
0.1,3,9,True,0.1,0.16666666666666666,0.00038921559686604893,6.295189107279813,skims_it
0.1,3,10,True,0.1107708452734424,0.125,0.00029046793207107655,0.24976049976117842,skims_it
0.1,3,11,True,0.1,0.375,0.002199922261177087,7.971100739051697,skims_it
0.1,3,12,True,0.10000000100334848,0.08333333333333333,0.0030613823982093835,3.0482134110254786,skims_it
0.1,3,13,True,0.1000000000028316,0.125,0.002325562382140621,3.8613142580145943,skims_it
0.1,3,14,True,0.10000000000000002,0.125,0.002259975691301288,5.512385905619522,skims_it
0.1,3,15,True,0.10000000000000009,0.125,0.0015825609451406292,5.215773953501912,skims_it
0.1,3,16,True,0.10000000000030024,0.125,0.001391080528146408,4.143965439544357,skims_it
0.1,3,17,True,0.10000018039100717,0.08333333333333333,0.0015046512684116949,2.2960254321715245,skims_it
0.1,3,18,True,0.1000000000000021,0.125,0.002512811089974424,4.811130744887409,skims_it
0.1,3,19,True,0.1,0.25,0.0011203678097220192,10.012748362937502,skims_it
0.1,4,0,True,0.10003242912346472,0.125,0.00013660100584015483,1.4572581350689329,skims_it
0.1,4,1,True,0.10000000000205425,0.125,0.0006842535893855526,3.892006124704482,skims_it
0.1,4,2,True,0.10000000001762213,0.08333333333333333,0.0012623927439378213,3.598230525807171,skims_it
0.1,4,3,True,0.1,0.25,0.00416052729870435,9.701209631230663,skims_it
0.1,4,4,True,0.1,0.16666666666666666,0.0036075728359329386,6.907158518777792,skims_it
0.1,4,5,True,0.1,0.16666666666666666,0.0027985073933054832,5.835855106963136,skims_it
0.1,4,6,True,0.10000000000002894,0.16666666666666666,0.002844108147980395,4.470624846182311,skims_it
0.1,4,7,True,0.10000000000000057,0.125,0.003398128033218935,4.9755357099607425,skims_it
0.1,4,8,True,0.10000000049411412,0.08333333333333333,0.0041217238245886394,3.138256010544404,skims_it
0.1,4,9,True,0.10000000284445106,0.16666666666666666,0.0025501302219197684,2.916879294887741,skims_it
0.1,4,10,True,0.10000000719690665,0.08333333333333333,0.002926900431873134,2.7676978667464174,skims_it
0.1,4,11,True,0.1,0.16666666666666666,0.001996211455729217,5.669034474002629,skims_it
0.1,4,12,True,0.1000000000000073,0.125,0.0027583911909271255,4.64480483760864,skims_it
0.1,4,13,True,0.10000000126968993,0.08333333333333333,0.0034355722975218522,2.991580951658973,skims_it
0.1,4,14,True,0.10000000000014846,0.125,0.002253190368790601,4.238008969548388,skims_it
0.1,4,15,True,0.1,0.3333333333333333,0.004870136780425152,12.976166370330947,skims_it
