content,label,theta,seed_rep,observer,source_goal,recovered_mu,recovered_mu_final,final_entropy,prior_drift,prior_mass_on_source_goal,value_divergence,theta_value,correct,confident,confidently_wrong
human,unsigned,open,0,23,0,2.4312156082608607,2.5003581062680214,1.3223139291105128e-13,1.1946153645165458,0.9522732257540909,0.13976194237397538,1.0,1,1,0
human,unsigned,open,0,24,0,2.2033883083874155,2.24363103820221,2.834958555496337e-15,1.0509805175084141,0.9549187684239822,0.13976194237400583,1.0,1,1,0
human,unsigned,open,0,25,0,2.46472480116309,2.3730376291361646,6.629921144961934e-15,1.0831641949199982,0.9542852591510491,0.1397619423739738,1.0,1,1,0
human,unsigned,open,0,26,0,2.4231174869701757,2.489493260600251,2.7532788789279505e-15,1.1426672189001346,0.9531773514151324,0.13976194237400644,1.0,1,1,0
human,unsigned,open,0,27,0,2.4053328904386024,2.4934485890797378,2.845317246541833e-15,1.2486600119658218,0.9513906895571462,0.13976194237400572,1.0,1,1,0
human,unsigned,open,0,28,0,2.3319137487068184,2.1778777059878336,4.51814801521303e-15,1.2477959061712962,0.9514043552300274,0.13976194237400524,1.0,1,1,0
human,unsigned,open,0,29,0,2.0318842620113733,1.3535263297506734,3.613673625322278e-15,0.8219262027676844,0.9602325011163314,0.13976194237400474,1.0,1,1,0
human,unsigned,open,0,30,0,2.4350313321933683,2.3526762794899243,4.675583737830527e-15,1.3696508536161451,0.9496096997029639,0.1397619423740054,1.0,1,1,0
human,unsigned,open,0,31,0,2.2378987947812132,2.534542175601022,2.3234503037904256e-15,1.397294652029174,0.9492374170517587,0.1397619423739768,1.0,1,1,0
human,unsigned,open,0,32,0,2.2923071375187765,1.8979797806727752,5.749373294018422e-15,1.3004573104701023,0.9505967562856719,0.1397619423739918,1.0,1,1,0
