regime,arm,observer,n_train,evasion,trained_at,evaded,fired,score
no_evasion,human_fast,2,8,0.0,0.0,0,0,0.0
no_evasion,human_fast,3,8,0.0,0.0,0,0,-0.36620409622270333
no_evasion,human_fast,4,8,0.0,0.0,0,0,0.0
no_evasion,human_fast,5,8,0.0,0.0,0,0,-0.36620409622270333
no_evasion,human_fast,6,8,0.0,0.0,0,0,-0.46209812037329695
no_evasion,human_fast,7,8,0.0,0.0,0,0,-0.13515503603605486
no_evasion,human_fast,8,8,0.0,0.0,0,0,-0.6931471805599454
no_evasion,human_fast,9,8,0.0,0.0,0,0,-0.6931471805599454
no_evasion,human_fast,10,8,0.0,0.0,0,0,-0.5972531564093518
no_evasion,human_fast,11,8,0.0,0.0,0,0,-0.8283022165960002
no_evasion,human_fast,12,8,0.0,0.0,0,0,0.0
no_evasion,human_fast,13,8,0.0,0.0,0,0,-0.46209812037329695
no_evasion,human_fast,14,8,0.0,0.0,0,0,-0.5972531564093518
no_evasion,human_fast,15,8,0.0,0.0,0,0,0.0
no_evasion,machine,0,32,0.0,0.0,0,1,2.564949357461537
no_evasion,machine,1,32,0.0,0.0,0,1,2.7085436628256887
no_evasion,machine,2,32,0.0,0.0,0,1,2.9957322735539917
no_evasion,machine,3,32,0.0,0.0,0,1,1.3999016926266423
no_evasion,machine,4,32,0.0,0.0,0,1,1.630950752813291
no_evasion,machine,5,32,0.0,0.0,0,1,0.23104906018664848
no_evasion,machine,6,32,0.0,0.0,0,1,1.1127130818983397
no_evasion,machine,7,32,0.0,0.0,0,1,2.9957322735539917
no_evasion,machine,8,32,0.0,0.0,0,1,2.7085436628256887
no_evasion,machine,9,32,0.0,0.0,0,1,2.9957322735539917
no_evasion,machine,10,32,0.0,0.0,0,1,1.5481302997137911
no_evasion,machine,11,32,0.0,0.0,0,1,2.564949357461537
no_evasion,machine,12,32,0.0,0.0,0,1,1.6225114834851944
no_evasion,machine,13,32,0.0,0.0,0,1,2.9957322735539917
no_evasion,machine,14,32,0.0,0.0,0,1,1.3999016926266423
no_evasion,machine,15,32,0.0,0.0,0,1,1.348518132684223
no_evasion,human_careful,0,32,0.0,0.0,0,0,-0.9162907318741551
no_evasion,human_careful,1,32,0.0,0.0,0,0,-1.7917594692280554
no_evasion,human_careful,2,32,0.0,0.0,0,0,-1.7593715530768392
no_evasion,human_careful,3,32,0.0,0.0,0,0,-1.8945265891128942
no_evasion,human_careful,4,32,0.0,0.0,0,0,-0.6716343401807551
no_evasion,human_careful,5,32,0.0,0.0,0,0,-1.6094379124341005
no_evasion,human_careful,6,32,0.0,0.0,0,0,-1.5350567286626973
no_evasion,human_careful,7,32,0.0,0.0,0,0,-0.6716343401807551
no_evasion,human_careful,8,32,0.0,0.0,0,0,-1.6094379124341005
no_evasion,human_careful,9,32,0.0,0.0,0,0,-1.6094379124341005
no_evasion,human_careful,10,32,0.0,0.0,0,0,-1.09861228866811
no_evasion,human_careful,11,32,0.0,0.0,0,0,-1.8431430291704747
no_evasion,human_careful,12,32,0.0,0.0,0,0,-1.7917594692280554
no_evasion,human_careful,13,32,0.0,0.0,0,0,-0.8283022165960002
no_evasion,human_careful,14,32,0.0,0.0,0,0,-1.8431430291704747
no_evasion,human_careful,15,32,0.0,0.0,0,0,-1.460675544891294
no_evasion,human_fast,0,32,0.0,0.0,0,0,-1.133732460554052
no_evasion,human_fast,1,32,0.0,0.0,0,0,-1.1945063128187037
no_evasion,human_fast,2,32,0.0,0.0,0,0,-1.381044908797178
no_evasion,human_fast,3,32,0.0,0.0,0,0,-1.4769389329477713
no_evasion,human_fast,4,32,0.0,0.0,0,0,-1.0148408125744746
no_evasion,human_fast,5,32,0.0,0.0,0,0,-1.2081136443254552
no_evasion,human_fast,6,32,0.0,0.0,0,0,-1.7215953246411715
no_evasion,human_fast,7,32,0.0,0.0,0,0,-0.6716343401807551
no_evasion,human_fast,8,32,0.0,0.0,0,0,-1.6094379124341005
no_evasion,human_fast,9,32,0.0,0.0,0,0,-1.6094379124341005
no_evasion,human_fast,10,32,0.0,0.0,0,0,-1.7823691769058232
no_evasion,human_fast,11,32,0.0,0.0,0,0,-1.6702117646987522
no_evasion,human_fast,12,32,0.0,0.0,0,0,-1.09861228866811
no_evasion,human_fast,13,32,0.0,0.0,0,0,-1.0729586082894003
no_evasion,human_fast,14,32,0.0,0.0,0,0,-1.7823691769058232
no_evasion,human_fast,15,32,0.0,0.0,0,0,-1.663477528926246
no_evasion,machine,0,128,0.0,0.0,0,1,3.7841896339182615
no_evasion,machine,1,128,0.0,0.0,0,1,3.712637321439298
no_evasion,machine,2,128,0.0,0.0,0,1,3.5695326964813696
no_evasion,machine,3,128,0.0,0.0,0,1,1.7824353079115618
no_evasion,machine,4,128,0.0,0.0,0,1,1.58039004005479
no_evasion,machine,5,128,0.0,0.0,0,1,0.3400291751852664
no_evasion,machine,6,128,0.0,0.0,0,1,1.9255399328694895
no_evasion,machine,7,128,0.0,0.0,0,1,3.5695326964813696
no_evasion,machine,8,128,0.0,0.0,0,1,3.712637321439298
no_evasion,machine,9,128,0.0,0.0,0,1,3.5695326964813696
no_evasion,machine,10,128,0.0,0.0,0,1,1.758093596239932
no_evasion,machine,11,128,0.0,0.0,0,1,3.7841896339182615
no_evasion,machine,12,128,0.0,0.0,0,1,1.9891426564265802
no_evasion,machine,13,128,0.0,0.0,0,1,3.5695326964813696
no_evasion,machine,14,128,0.0,0.0,0,1,1.7824353079115618
no_evasion,machine,15,128,0.0,0.0,0,1,1.6121600999895647
