arm,content,declared_signal,n,within_observer,within_observer_sd,between_observer,between_observer_sd,engaged_fraction,engaged_fraction_sd,accuracy
D_effort_heuristic@0.2,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.0714285714285714,2.775904571323773e-17,
D_effort_heuristic@0.4,goal_foreign,SIG_CREATOR,4000,1.3672251943808365,0.01282184996153922,1.3789175131295335,0.006341874967129444,0.0714285714285714,2.775904571323773e-17,
E_no_tom_classifier@0.6,goal_foreign,SIG_CREATOR,4000,0.5086276220643505,0.3267806317854233,1.3793227564648503,0.005682904237559819,0.1283392857142857,0.29396284065921036,
E_no_tom_classifier@0.8,goal_foreign,SIG_CREATOR,4000,0.425082338512837,0.2752115671703424,1.3799147006742976,0.004645951377687104,0.278625,0.3930484553969518,
E_no_tom_classifier@0.95,goal_foreign,SIG_CREATOR,4000,0.3164923729906474,0.2976088976571486,1.379458484569186,0.0052661592698469255,0.5048035714285715,0.42436357856587303,
E_no_tom_classifier@0.99,goal_foreign,SIG_CREATOR,4000,0.2776058536937685,0.3295834504907984,1.379297726880954,0.005628462227296355,0.6900535714285715,0.38476678376300755,
A_active_inference,goal_foreign,SIG_GHOST,4000,1.3667942531450894,0.013402426647042656,1.3808745297285527,0.003991854154707304,0.0,0.0,
B_bayesian_always_deep,goal_foreign,SIG_GHOST,4000,1.3663008344434675,0.01397508758969731,1.3802852160978945,0.0049364847014600486,1.0,0.0,
C_label_truster,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.0,0.0,
D_effort_heuristic@0.01,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.9940357142857142,0.06461156733160105,
D_effort_heuristic@0.02,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.9419285714285714,0.1719334751344388,
D_effort_heuristic@0.05,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.3821071428571428,0.17660167866012294,
D_effort_heuristic@0.1,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.07830357142857142,0.021069332755621863,
D_effort_heuristic@0.2,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.0714285714285714,2.775904571323773e-17,
D_effort_heuristic@0.4,goal_foreign,SIG_GHOST,4000,1.3671232633115624,0.012946044283367214,1.380401423656404,0.004220874805725563,0.0714285714285714,2.775904571323773e-17,
E_no_tom_classifier@0.6,goal_foreign,SIG_GHOST,4000,0.5008480492842362,0.32848720715125784,1.3766116429889532,0.005617114822417217,0.131,0.29750476711354945,
E_no_tom_classifier@0.8,goal_foreign,SIG_GHOST,4000,0.4195559975075308,0.2768527279966377,1.3763199066086744,0.00602720944655329,0.272625,0.38907980930221053,
E_no_tom_classifier@0.95,goal_foreign,SIG_GHOST,4000,0.3140869004582639,0.29764010445088734,1.3773475831260424,0.005514287031000821,0.49471428571428566,0.4268115666859741,
E_no_tom_classifier@0.99,goal_foreign,SIG_GHOST,4000,0.27495329386595835,0.3296843409886884,1.3777070605520927,0.004817848685253752,0.6805178571428571,0.3905891211814459,
